models/emnist_fc.onnx,specs/sample_0000_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0001_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0002_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0003_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0004_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0005_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0006_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0007_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0008_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0009_a.vnnlib,30
models/emnist_fc.onnx,specs/sample_0800_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0801_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0802_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0803_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0804_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0805_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0806_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0807_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0808_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_0809_b.vnnlib,30
models/emnist_fc.onnx,specs/sample_1600_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1601_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1602_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1603_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1604_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1605_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1606_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1607_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1608_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_1609_c.vnnlib,30
models/emnist_fc.onnx,specs/sample_2400_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2401_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2402_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2403_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2404_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2405_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2406_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2407_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2408_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_2409_d.vnnlib,30
models/emnist_fc.onnx,specs/sample_3200_e.vnnlib,30
models/emnist_fc.onnx,specs/sample_3201_e.vnnlib,30
models/emnist_fc.onnx,specs/sample_3202_e.vnnlib,30
